Indicador,Any,Resposta,Edat,Sexe,Classe social,Estudis,Territoris,percentatge,poblacio_absoluta,mostra,valor_absolut
Malestar emocional,2024,Sí,0 - 14,Home,Classe III,Estudis primaris i sense estudis,Girona,27.1,1173847,5779,318113
Malestar emocional,2024,No,0 - 14,Home,Classe III,Estudis primaris i sense estudis,Girona,72.9,1448707,5357,1056107
Malestar emocional,2027,Sí,15 i més,Home,Classe I,Estudis secundaris,Alt Pirineu i Aran,18.8,241894,869,45476
Malestar emocional,2027,No,15 i més,Home,Classe I,Estudis secundaris,Alt Pirineu i Aran,81.2,222130,935,180370
Malestar emocional,2024,Sí,75 i més,Home,Classe II,Estudis secundaris,Camp de Tarragona,15.7,305599,845,47979
Malestar emocional,2024,No,75 i més,Home,Classe II,Estudis secundaris,Camp de Tarragona,84.3,1362974,6675,1148987
Malestar emocional,2025,Sí,15 - 44,Dona,Classe III,Estudis universitaris,Alt Pirineu i Aran,29.0,711908,3537,206453
Malestar emocional,2025,No,15 - 44,Dona,Classe III,Estudis universitaris,Alt Pirineu i Aran,71.0,993255,628,705211
Malestar emocional,2027,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Girona,20.8,240751,269,50076
Malestar emocional,2027,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Girona,79.2,382995,788,303332
Malestar emocional,2024,Sí,65 - 74,Dona,Classe III,Estudis secundaris,Camp de Tarragona,30.1,283975,706,85476
Malestar emocional,2024,No,65 - 74,Dona,Classe III,Estudis secundaris,Camp de Tarragona,69.9,431332,760,301501
Malestar emocional,2027,Sí,45 - 64,Home,Classe III,Estudis universitaris,Cat. Central,22.9,655889,1351,150199
Malestar emocional,2027,No,45 - 64,Home,Classe III,Estudis universitaris,Cat. Central,77.1,511743,660,394554
Malestar emocional,2023,Sí,15 - 44,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Nord,15.0,188758,943,28314
Malestar emocional,2023,No,15 - 44,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Nord,85.0,296404,390,251943
Malestar emocional,2025,Sí,15 i més,Home,Classe I,Estudis primaris i sense estudis,Girona,24.8,1433062,4220,355399
Malestar emocional,2025,No,15 i més,Home,Classe I,Estudis primaris i sense estudis,Girona,75.2,1481189,5886,1113854
Malestar emocional,2027,Sí,75 i més,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,19.1,742606,1199,141838
Malestar emocional,2027,No,75 i més,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,80.9,168453,175,136278
Malestar emocional,2026,Sí,0 - 14,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,21.4,851467,3492,182214
Malestar emocional,2026,No,0 - 14,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,78.6,1273587,1568,1001039
Malestar emocional,2025,Sí,65 - 74,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,23.9,1032868,4743,246855
Malestar emocional,2025,No,65 - 74,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,76.1,264047,1294,200940
Malestar emocional,2026,Sí,75 i més,Home,Classe III,Estudis universitaris,Lleida,30.3,1097012,687,332395
Malestar emocional,2026,No,75 i més,Home,Classe III,Estudis universitaris,Lleida,69.7,1394394,5633,971893
Malestar emocional,2024,Sí,15 - 44,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Sud,31.0,1251373,3600,387926
Malestar emocional,2024,No,15 - 44,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Sud,69.0,755816,1424,521513
Malestar emocional,2026,Sí,75 i més,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,34.2,333742,254,114140
Malestar emocional,2026,No,75 i més,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,65.8,939984,3862,618509
Malestar emocional,2026,Sí,15 i més,Home,Classe II,Estudis primaris i sense estudis,Camp de Tarragona,33.7,1460688,3023,492252
Malestar emocional,2026,No,15 i més,Home,Classe II,Estudis primaris i sense estudis,Camp de Tarragona,66.3,1245558,1204,825805
Malestar emocional,2027,Sí,15 - 44,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,19.5,733253,3538,142984
Malestar emocional,2027,No,15 - 44,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,80.5,654710,2350,527042
Malestar emocional,2023,Sí,0 - 14,Home,Classe II,Estudis universitaris,Girona,31.1,655460,648,203848
Malestar emocional,2023,No,0 - 14,Home,Classe II,Estudis universitaris,Girona,68.9,884441,1909,609380
Malestar emocional,2023,Sí,45 - 64,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,19.7,1173457,5482,231171
Malestar emocional,2023,No,45 - 64,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,80.3,367122,1362,294799
Malestar emocional,2024,Sí,65 - 74,Dona,Classe II,Estudis secundaris,Cat. Central,23.0,204252,273,46978
Malestar emocional,2024,No,65 - 74,Dona,Classe II,Estudis secundaris,Cat. Central,77.0,203493,236,156690
Malestar emocional,2027,Sí,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,21.9,668832,1508,146474
Malestar emocional,2027,No,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,78.1,517597,459,404243
Malestar emocional,2027,Sí,15 i més,Home,Classe II,Estudis secundaris,Barcelona Ciutat,31.1,767856,1575,238803
Malestar emocional,2027,No,15 i més,Home,Classe II,Estudis secundaris,Barcelona Ciutat,68.9,1097182,4367,755958
Malestar emocional,2023,Sí,0 - 14,Home,Classe II,Estudis secundaris,Terres de l’Ebre,29.3,298178,360,87366
Malestar emocional,2023,No,0 - 14,Home,Classe II,Estudis secundaris,Terres de l’Ebre,70.7,957496,2602,676950
Malestar emocional,2026,Sí,65 i més,Home,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,23.9,171255,186,40930
Malestar emocional,2026,No,65 i més,Home,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,76.1,439441,1626,334415
Malestar emocional,2023,Sí,0 - 14,Home,Classe III,Estudis secundaris,Alt Pirineu i Aran,31.8,495215,1373,157478
Malestar emocional,2023,No,0 - 14,Home,Classe III,Estudis secundaris,Alt Pirineu i Aran,68.2,940572,1550,641470
Malestar emocional,2023,Sí,45 - 64,Dona,Classe II,Estudis universitaris,Barcelona Ciutat,20.7,182346,765,37746
Malestar emocional,2023,No,45 - 64,Dona,Classe II,Estudis universitaris,Barcelona Ciutat,79.3,284899,855,225925
Malestar emocional,2027,Sí,15 i més,Home,Classe I,Estudis primaris i sense estudis,Lleida,20.3,977004,2366,198332
Malestar emocional,2027,No,15 i més,Home,Classe I,Estudis primaris i sense estudis,Lleida,79.7,848658,1873,676380
Malestar emocional,2025,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,15.3,297891,593,45577
Malestar emocional,2025,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,84.7,1235453,5713,1046429
Malestar emocional,2027,Sí,45 - 64,Dona,Classe II,Estudis universitaris,Girona,26.6,917265,2255,243992
Malestar emocional,2027,No,45 - 64,Dona,Classe II,Estudis universitaris,Girona,73.4,879399,1216,645479
Malestar emocional,2024,Sí,65 - 74,Home,Classe II,Estudis secundaris,Àrea Metropolitana Sud,21.2,424634,1329,90022
Malestar emocional,2024,No,65 - 74,Home,Classe II,Estudis secundaris,Àrea Metropolitana Sud,78.8,1139482,2933,897912
Malestar emocional,2024,Sí,65 - 74,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,32.4,1003739,1942,325211
Malestar emocional,2024,No,65 - 74,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,67.6,641257,933,433490
Malestar emocional,2026,Sí,65 - 74,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,21.0,1495662,6877,314089
Malestar emocional,2026,No,65 - 74,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,79.0,927974,3193,733099
Malestar emocional,2026,Sí,65 i més,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,31.0,1191785,1966,369453
Malestar emocional,2026,No,65 i més,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,69.0,1033372,2410,713027
Malestar emocional,2026,Sí,15 i més,Home,Classe III,Estudis secundaris,Alt Pirineu i Aran,21.8,1439308,1547,313769
Malestar emocional,2026,No,15 i més,Home,Classe III,Estudis secundaris,Alt Pirineu i Aran,78.2,372528,1468,291317
Malestar emocional,2024,Sí,0 - 14,Dona,Classe I,Estudis secundaris,Camp de Tarragona,32.3,741829,1220,239611
Malestar emocional,2024,No,0 - 14,Dona,Classe I,Estudis secundaris,Camp de Tarragona,67.7,647442,333,438318
Malestar emocional,2025,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,16.4,1138139,3407,186655
Malestar emocional,2025,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,83.6,253593,615,212004
Malestar emocional,2024,Sí,65 - 74,Dona,Classe II,Estudis universitaris,Àrea Metropolitana Sud,29.4,1139145,1072,334909
Malestar emocional,2024,No,65 - 74,Dona,Classe II,Estudis universitaris,Àrea Metropolitana Sud,70.6,537789,2683,379679
Malestar emocional,2023,Sí,0 - 14,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,31.4,199952,711,62785
Malestar emocional,2023,No,0 - 14,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,68.6,1419392,6887,973703
Malestar emocional,2027,Sí,75 i més,Dona,Classe II,Estudis universitaris,Cat. Central,30.5,1310586,5932,399729
Malestar emocional,2027,No,75 i més,Dona,Classe II,Estudis universitaris,Cat. Central,69.5,748108,485,519935
Malestar emocional,2027,Sí,45 - 64,Home,Classe I,Estudis secundaris,Barcelona Ciutat,18.5,1320399,2187,244274
Malestar emocional,2027,No,45 - 64,Home,Classe I,Estudis secundaris,Barcelona Ciutat,81.5,833324,4143,679159
Malestar emocional,2023,Sí,15 i més,Home,Classe II,Estudis secundaris,Barcelona Ciutat,19.8,738221,3295,146168
Malestar emocional,2023,No,15 i més,Home,Classe II,Estudis secundaris,Barcelona Ciutat,80.2,1193249,1776,956986
Malestar emocional,2023,Sí,75 i més,Home,Classe II,Estudis secundaris,Àrea Metropolitana Sud,20.4,1391855,6389,283938
Malestar emocional,2023,No,75 i més,Home,Classe II,Estudis secundaris,Àrea Metropolitana Sud,79.6,894770,2206,712237
Malestar emocional,2027,Sí,15 - 44,Dona,Classe II,Estudis secundaris,Alt Pirineu i Aran,28.4,741196,2365,210500
Malestar emocional,2027,No,15 - 44,Dona,Classe II,Estudis secundaris,Alt Pirineu i Aran,71.6,457114,1065,327294
Malestar emocional,2027,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,24.6,688910,1092,169472
Malestar emocional,2027,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,75.4,552620,2139,416675
Malestar emocional,2027,Sí,15 i més,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,22.9,932210,2614,213476
Malestar emocional,2027,No,15 i més,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,77.1,1178111,5626,908324
Malestar emocional,2023,Sí,65 i més,Home,Classe I,Estudis secundaris,Cat. Central,24.2,1317227,5279,318769
Malestar emocional,2023,No,65 i més,Home,Classe I,Estudis secundaris,Cat. Central,75.8,796334,3630,603621
Malestar emocional,2026,Sí,15 - 44,Dona,Classe III,Estudis secundaris,Alt Pirineu i Aran,30.9,175645,457,54274
Malestar emocional,2026,No,15 - 44,Dona,Classe III,Estudis secundaris,Alt Pirineu i Aran,69.1,929847,2161,642524
Malestar emocional,2025,Sí,0 - 14,Dona,Classe II,Estudis secundaris,Camp de Tarragona,18.6,1497178,3663,278475
Malestar emocional,2025,No,0 - 14,Dona,Classe II,Estudis secundaris,Camp de Tarragona,81.4,1255519,2089,1021992
Malestar emocional,2027,Sí,15 - 44,Home,Classe II,Estudis secundaris,Camp de Tarragona,30.8,473174,1934,145738
Malestar emocional,2027,No,15 - 44,Home,Classe II,Estudis secundaris,Camp de Tarragona,69.2,1068394,2338,739329
Malestar emocional,2027,Sí,0 - 14,Home,Classe III,Estudis universitaris,Àrea Metropolitana Nord,25.7,481589,1865,123768
Malestar emocional,2027,No,0 - 14,Home,Classe III,Estudis universitaris,Àrea Metropolitana Nord,74.3,177545,106,131916
Malestar emocional,2023,Sí,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,24.4,1483598,6498,361998
Malestar emocional,2023,No,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,75.6,580915,816,439172
Malestar emocional,2023,Sí,45 - 64,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Nord,20.1,877708,2106,176419
Malestar emocional,2023,No,45 - 64,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Nord,79.9,815407,1517,651510
Malestar emocional,2023,Sí,65 - 74,Home,Classe III,Estudis secundaris,Girona,18.6,1150854,2306,214059
Malestar emocional,2023,No,65 - 74,Home,Classe III,Estudis secundaris,Girona,81.4,522027,347,424930
Malestar emocional,2024,Sí,15 i més,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Nord,15.3,851460,703,130273
Malestar emocional,2024,No,15 i més,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Nord,84.7,260097,132,220302
Malestar emocional,2023,Sí,15 i més,Home,Classe III,Estudis secundaris,Àrea Metropolitana Sud,28.9,837526,1007,242045
Malestar emocional,2023,No,15 i més,Home,Classe III,Estudis secundaris,Àrea Metropolitana Sud,71.1,1127001,1902,801298
Malestar emocional,2025,Sí,0 - 14,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,26.4,413553,380,109178
Malestar emocional,2025,No,0 - 14,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,73.6,1385782,4570,1019936
Malestar emocional,2024,Sí,75 i més,Dona,Classe II,Estudis universitaris,Alt Pirineu i Aran,31.2,1287686,3964,401758
Malestar emocional,2024,No,75 i més,Dona,Classe II,Estudis universitaris,Alt Pirineu i Aran,68.8,952701,1332,655458
Malestar emocional,2023,Sí,15 i més,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,23.3,1203310,5507,280371
Malestar emocional,2023,No,15 i més,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,76.7,281963,643,216266
Malestar emocional,2027,Sí,0 - 14,Dona,Classe III,Estudis secundaris,Cat. Central,17.1,600165,2776,102628
Malestar emocional,2027,No,0 - 14,Dona,Classe III,Estudis secundaris,Cat. Central,82.9,371346,441,307846
Malestar emocional,2023,Sí,15 - 44,Home,Classe I,Estudis secundaris,Terres de l’Ebre,34.8,497574,1260,173156
Malestar emocional,2023,No,15 - 44,Home,Classe I,Estudis secundaris,Terres de l’Ebre,65.2,1121300,5537,731088
Malestar emocional,2026,Sí,15 - 44,Home,Classe I,Estudis primaris i sense estudis,Girona,20.2,843224,2005,170331
Malestar emocional,2026,No,15 - 44,Home,Classe I,Estudis primaris i sense estudis,Girona,79.8,854262,672,681701
Malestar emocional,2027,Sí,15 - 44,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,21.2,938632,1588,198990
Malestar emocional,2027,No,15 - 44,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,78.8,124869,521,98397
Malestar emocional,2026,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,24.6,578792,2195,142383
Malestar emocional,2026,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,75.4,687608,2349,518456
Malestar emocional,2024,Sí,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Cat. Central,18.0,1461531,985,263076
Malestar emocional,2024,No,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Cat. Central,82.0,529771,483,434412
Malestar emocional,2027,Sí,15 i més,Dona,Classe I,Estudis universitaris,Cat. Central,34.3,1095910,3363,375897
Malestar emocional,2027,No,15 i més,Dona,Classe I,Estudis universitaris,Cat. Central,65.7,1006295,4780,661136
Malestar emocional,2023,Sí,45 - 64,Dona,Classe III,Estudis universitaris,Lleida,32.0,876235,3405,280395
Malestar emocional,2023,No,45 - 64,Dona,Classe III,Estudis universitaris,Lleida,68.0,1209361,3828,822365
Malestar emocional,2023,Sí,65 - 74,Dona,Classe III,Estudis universitaris,Barcelona Ciutat,16.9,1086107,1544,183552
Malestar emocional,2023,No,65 - 74,Dona,Classe III,Estudis universitaris,Barcelona Ciutat,83.1,401458,442,333612
Malestar emocional,2024,Sí,15 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Sud,18.6,947864,2354,176303
Malestar emocional,2024,No,15 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Sud,81.4,148493,487,120873
Malestar emocional,2027,Sí,15 - 44,Home,Classe I,Estudis secundaris,Cat. Central,18.6,1125208,5576,209289
Malestar emocional,2027,No,15 - 44,Home,Classe I,Estudis secundaris,Cat. Central,81.4,982647,2458,799875
Malestar emocional,2025,Sí,75 i més,Home,Classe I,Estudis secundaris,Girona,25.5,942601,3973,240363
Malestar emocional,2025,No,75 i més,Home,Classe I,Estudis secundaris,Girona,74.5,1469543,7020,1094810
Malestar emocional,2024,Sí,0 - 14,Home,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,27.7,602806,1543,166977
Malestar emocional,2024,No,0 - 14,Home,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,72.3,1361545,2081,984397
Malestar emocional,2024,Sí,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,32.4,1306946,4029,423451
Malestar emocional,2024,No,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,67.6,1430492,6833,967013
Malestar emocional,2027,Sí,15 i més,Dona,Classe III,Estudis secundaris,Girona,26.1,1110807,2560,289921
Malestar emocional,2027,No,15 i més,Dona,Classe III,Estudis secundaris,Girona,73.9,591384,1866,437033
Malestar emocional,2025,Sí,75 i més,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,19.5,679693,628,132540
Malestar emocional,2025,No,75 i més,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,80.5,132488,290,106653
Malestar emocional,2025,Sí,0 - 14,Dona,Classe III,Estudis universitaris,Alt Pirineu i Aran,26.4,733513,1213,193647
Malestar emocional,2025,No,0 - 14,Dona,Classe III,Estudis universitaris,Alt Pirineu i Aran,73.6,1059231,3404,779594
Malestar emocional,2027,Sí,15 i més,Home,Classe II,Estudis universitaris,Girona,25.9,956552,4507,247747
Malestar emocional,2027,No,15 i més,Home,Classe II,Estudis universitaris,Girona,74.1,713444,1225,528662
Malestar emocional,2027,Sí,45 - 64,Home,Classe II,Estudis primaris i sense estudis,Girona,20.4,291917,514,59551
Malestar emocional,2027,No,45 - 64,Home,Classe II,Estudis primaris i sense estudis,Girona,79.6,803305,1803,639431
Malestar emocional,2024,Sí,45 - 64,Dona,Classe I,Estudis universitaris,Lleida,32.6,1229835,2186,400926
Malestar emocional,2024,No,45 - 64,Dona,Classe I,Estudis universitaris,Lleida,67.4,1232426,2128,830655
Malestar emocional,2024,Sí,65 - 74,Home,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,31.0,1190546,3265,369069
Malestar emocional,2024,No,65 - 74,Home,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,69.0,708090,2810,488582
Malestar emocional,2025,Sí,65 - 74,Home,Classe I,Estudis secundaris,Barcelona Ciutat,22.8,1010016,1068,230284
Malestar emocional,2025,No,65 - 74,Home,Classe I,Estudis secundaris,Barcelona Ciutat,77.2,878809,495,678441
Malestar emocional,2026,Sí,15 i més,Home,Classe I,Estudis secundaris,Girona,26.8,201501,374,54002
Malestar emocional,2026,No,15 i més,Home,Classe I,Estudis secundaris,Girona,73.2,1187902,1829,869544
